task_id,tag,position,layer,top1_token,top1_prob,top2_token,top2_prob,top3_token,top3_prob,top4_token,top4_prob,top5_token,top5_prob
45,SingleAgent,54,31,so,0.574,meaning,0.348,所以我们,0.078,which,0.0,meaning,0.0
45,SingleAgent,54,32,so,1.0,so,0.0,所以我们,0.0,所以,0.0,meaning,0.0
45,SingleAgent,54,33,so,1.0,meaning,0.0,which,0.0,meaning,0.0,so,0.0
45,SingleAgent,54,34,so,1.0,meaning,0.0,rest,0.0,which,0.0,and,0.0
45,SingleAgent,54,35,so,1.0,and,0.0,which,0.0,rest,0.0,meaning,0.0
45,SingleAgent,54,36,so,0.953,and,0.047,which,0.0,rest,0.0,meaning,0.0
45,SingleAgent,55,0,/or,0.0,/OR,0.0,rew,0.0,珅,0.0,vice,0.0
45,SingleAgent,55,1,/or,0.0,reas,0.0,rea,0.0,相应,0.0,thereafter,0.0
45,SingleAgent,55,2,/or,0.0,thereafter,0.0,名额,0.0,reas,0.0,rea,0.0
45,SingleAgent,55,3,thereafter,0.0,名额,0.0,rea,0.0,/or,0.0,afterwards,0.0
45,SingleAgent,55,4,/or,0.0,/OR,0.0,rea,0.0,thereafter,0.0,相应,0.0
45,SingleAgent,55,5,/or,0.0,/OR,0.0,thereafter,0.0,rea,0.0,subsequent,0.0
45,SingleAgent,55,6,/or,0.003,/OR,0.0,rea,0.0,erson,0.0,subsequent,0.0
45,SingleAgent,55,7,/or,0.004,rea,0.001,rogen,0.0,subsequent,0.0,erson,0.0
45,SingleAgent,55,8,/or,0.008,rea,0.001,rog,0.001,rew,0.001,rogen,0.001
45,SingleAgent,55,9,/or,0.021,rog,0.002,rogen,0.002,subsequent,0.002,erson,0.001
45,SingleAgent,55,10,/or,0.033,rog,0.005,rogen,0.004,rea,0.002,erson,0.002
45,SingleAgent,55,11,/or,0.106,rog,0.005,rea,0.003,rogen,0.003,erson,0.003
45,SingleAgent,55,12,/or,0.188,rog,0.007,rea,0.004,rogen,0.004,由此,0.002
45,SingleAgent,55,13,/or,0.402,rog,0.023,rea,0.008,rogen,0.007,thus,0.002
45,SingleAgent,55,14,/or,0.75,rog,0.011,rea,0.006,rogen,0.006,由此,0.004
45,SingleAgent,55,15,/or,0.664,rog,0.01,由此,0.007,rogen,0.007,thus,0.006
45,SingleAgent,55,16,/or,0.641,rog,0.012,rogen,0.007,thus,0.007,由此,0.005
45,SingleAgent,55,17,/or,0.66,rogen,0.017,rog,0.011,由此,0.008,thus,0.008
45,SingleAgent,55,18,/or,0.385,rogen,0.023,thus,0.018,rog,0.011,presumably,0.01
45,SingleAgent,55,19,/or,0.637,rea,0.016,thus,0.015,subsequently,0.014,rogen,0.01
45,SingleAgent,55,20,/or,0.844,presumably,0.027,给出了,0.008,rogen,0.007,rea,0.006
45,SingleAgent,55,21,/or,0.898,给出了,0.018,rogen,0.016,consequently,0.011,presumably,0.006
45,SingleAgent,55,22,/or,0.969,rog,0.014,rogen,0.005,给出了,0.003,由此,0.002
45,SingleAgent,55,23,/or,0.941,给出了,0.036,presumably,0.006,both,0.003,�,0.002
45,SingleAgent,55,24,/or,0.945,给出了,0.053,rogen,0.0,我们知道,0.0,presumably,0.0
45,SingleAgent,55,25,给出了,0.984,/or,0.014,given,0.0,我们知道,0.0,rogen,0.0
45,SingleAgent,55,26,给出了,0.84,/or,0.114,we,0.042,我们知道,0.003,given,0.002
45,SingleAgent,55,27,给出了,0.801,we,0.108,given,0.084,/or,0.007,我们需要,0.001
45,SingleAgent,55,28,给出了,0.992,given,0.007,we,0.001,我们需要,0.0,given,0.0
45,SingleAgent,55,29,给出了,0.879,given,0.119,we,0.0,给出,0.0,given,0.0
45,SingleAgent,55,30,we,1.0,给出了,0.0,they,0.0,我们,0.0,given,0.0
45,SingleAgent,55,31,we,1.0,给出了,0.0,given,0.0,they,0.0,their,0.0
45,SingleAgent,55,32,we,1.0,我们,0.0,我們,0.0,they,0.0,我们知道,0.0
45,SingleAgent,55,33,we,1.0,我們,0.0,我们,0.0,they,0.0,我们知道,0.0
45,SingleAgent,55,34,we,1.0,they,0.0,their,0.0,我們,0.0,rest,0.0
45,SingleAgent,55,35,we,1.0,they,0.0,their,0.0,rest,0.0,I,0.0
45,SingleAgent,55,36,we,1.0,their,0.0,they,0.0,I,0.0,the,0.0
45,SingleAgent,56,0,鬻,0.0,�新,0.0,blinded,0.0,ặ,0.0,gew,0.0
45,SingleAgent,56,1,bservice,0.0,autres,0.0,更名为,0.0,ブ,0.0,antic,0.0
45,SingleAgent,56,2,bservice,0.0,相应,0.0,更名为,0.0,ブ,0.0,…,0.0
45,SingleAgent,56,3,bservice,0.0,(?),0.0,ction,0.0,相应,0.0,thereafter,0.0
45,SingleAgent,56,4,bservice,0.0,相应,0.0,两手,0.0,(?),0.0,asel,0.0
45,SingleAgent,56,5,(?),0.0,s,0.0,eventual,0.0,bservice,0.0,…,0.0
45,SingleAgent,56,6,s,0.0,(?),0.0,eventual,0.0,itere,0.0,alse,0.0
45,SingleAgent,56,7,eventual,0.0,s,0.0,/us,0.0,alse,0.0,(?),0.0
45,SingleAgent,56,8,s,0.0,ブ,0.0,为之,0.0,erson,0.0,(?),0.0
45,SingleAgent,56,9,s,0.0,-know,0.0,称之为,0.0,ブ,0.0,igth,0.0
45,SingleAgent,56,10,s,0.001,称之为,0.0,的是,0.0,ブ,0.0,(?),0.0
45,SingleAgent,56,11,s,0.001,称之为,0.001,e,0.0,的是,0.0,edy,0.0
45,SingleAgent,56,12,称之为,0.001,s,0.0,oa,0.0,ブ,0.0,enes,0.0
45,SingleAgent,56,13,assume,0.001,称之为,0.001,know,0.001,这只,0.001,了几,0.0
45,SingleAgent,56,14,assume,0.001,称之为,0.001,始,0.001,ブ,0.001,know,0.001
45,SingleAgent,56,15,assume,0.001,力学,0.001,ブ,0.001,initially,0.001,s,0.001
45,SingleAgent,56,16,借此,0.001,都知道,0.001,pts,0.001,力学,0.001,ブ,0.001
45,SingleAgent,56,17,都知道,0.001,assume,0.001,know,0.001,cí,0.001,initially,0.001
45,SingleAgent,56,18,都知道,0.002,assume,0.001,know,0.001,-know,0.001,tasked,0.001
45,SingleAgent,56,19,都知道,0.007,晓得,0.004,赁,0.003,ทราบ,0.003,tasked,0.003
45,SingleAgent,56,20,-know,0.024,know,0.017,'ve,0.013,都知道,0.008,cí,0.005
45,SingleAgent,56,21,know,0.037,'ve,0.033,cí,0.027,-know,0.017,都知道,0.015
45,SingleAgent,56,22,cí,0.067,'ve,0.062,know,0.055,-know,0.02,都知道,0.019
45,SingleAgent,56,23,都知道,0.412,'ve,0.172,’re,0.063,'re,0.056,’ve,0.043
45,SingleAgent,56,24,know,0.762,给出了,0.103,need,0.062,都知道,0.033,'ve,0.016
45,SingleAgent,56,25,know,0.941,给出了,0.028,given,0.012,need,0.008,GIVEN,0.003
45,SingleAgent,56,26,know,0.777,need,0.223,given,0.001,GIVEN,0.0,知道,0.0
45,SingleAgent,56,27,need,0.863,know,0.091,given,0.043,’re,0.001,GIVEN,0.0
45,SingleAgent,56,28,know,0.996,need,0.002,given,0.0,-know,0.0,knows,0.0
45,SingleAgent,56,29,know,0.996,given,0.002,need,0.0,知道,0.0,knows,0.0
45,SingleAgent,56,30,know,1.0,need,0.0,given,0.0,被告,0.0,知道,0.0
45,SingleAgent,56,31,know,1.0,知道,0.0,knows,0.0,need,0.0,given,0.0
45,SingleAgent,56,32,know,1.0,’re,0.0,'re,0.0,知道,0.0,knows,0.0
45,SingleAgent,56,33,'re,0.98,’re,0.018,know,0.002,need,0.0,'ve,0.0
45,SingleAgent,56,34,know,0.496,'re,0.496,’re,0.009,need,0.0,have,0.0
45,SingleAgent,56,35,'re,1.0,’re,0.0,know,0.0,have,0.0,need,0.0
45,SingleAgent,56,36,'re,1.0,have,0.0,know,0.0,’re,0.0,need,0.0
45,SingleAgent,57,0,主观,0.0,荆州,0.0,年终,0.0,在意,0.0,pins,0.0
45,SingleAgent,57,1,inya,0.0,-ending,0.0,сен,0.0,̀,0.0,历,0.0
45,SingleAgent,57,2,inya,0.0,相应,0.0,名额,0.0,sak,0.0,pons,0.0
45,SingleAgent,57,3,inya,0.0,相应,0.0,(?),0.0,名额,0.0,两手,0.0
45,SingleAgent,57,4,相应,0.0,名额,0.0,(?),0.0,inya,0.0,两手,0.0
45,SingleAgent,57,5,(?),0.0,两手,0.0,inya,0.0,名额,0.0,parte,0.0
45,SingleAgent,57,6,andom,0.0,able,0.0,乎,0.0,acing,0.0,parte,0.0
45,SingleAgent,57,7,andom,0.001,able,0.001,/w,0.0,n,0.0,doing,0.0
45,SingleAgent,57,8,andom,0.001,able,0.001,(?),0.001,aware,0.001,睛,0.001
45,SingleAgent,57,9,andom,0.001,able,0.001,inya,0.001,sak,0.001,ighth,0.001
45,SingleAgent,57,10,aware,0.001,/w,0.001,able,0.001,使用,0.001,andom,0.001
45,SingleAgent,57,11,“,0.002,使用,0.001,ighth,0.001,乎,0.001,n,0.001
45,SingleAgent,57,12,ighth,0.002,乎,0.001,tasked,0.001,“,0.001,cribe,0.001
45,SingleAgent,57,13,焉,0.003,',0.003,context,0.002,ovie,0.002,expect,0.002
45,SingleAgent,57,14,,0.003,n,0.003,uxt,0.002,tasked,0.002,ovie,0.002
45,SingleAgent,57,15,ถ,0.005,档,0.003,ovie,0.003,茬,0.003,agn,0.002
45,SingleAgent,57,16,supposed,0.007,urrent,0.005,ovie,0.003,ถ,0.003,档,0.002
45,SingleAgent,57,17,urrent,0.005,supposed,0.005,ถ,0.004,Griffith,0.003,given,0.002
45,SingleAgent,57,18,supposed,0.015,tasked,0.007,given,0.006,Griffith,0.004,urrent,0.004
45,SingleAgent,57,19,supposed,0.044,tasked,0.021,given,0.012,cribe,0.008,ighth,0.004
45,SingleAgent,57,20,supposed,0.038,tasked,0.022,essentially,0.019,given,0.015,cribe,0.006
45,SingleAgent,57,21,given,0.058,supposed,0.048,tasked,0.045,gonna,0.01,specifically,0.01
45,SingleAgent,57,22,given,0.062,tasked,0.036,supposed,0.025,also,0.018,expecting,0.017
45,SingleAgent,57,23,supposed,0.527,gonna,0.172,given,0.072,willing,0.063,hoping,0.016
45,SingleAgent,57,24,supposed,0.617,gonna,0.177,given,0.107,给出了,0.04,想知道,0.031
45,SingleAgent,57,25,given,0.996,given,0.002,supposed,0.001,tasked,0.0,GIVEN,0.0
45,SingleAgent,57,26,given,0.996,given,0.002,supposed,0.001,GIVEN,0.0,gonna,0.0
45,SingleAgent,57,27,given,1.0,given,0.0,GIVEN,0.0,supposed,0.0,told,0.0
45,SingleAgent,57,28,given,1.0,given,0.0,GIVEN,0.0,told,0.0,supposed,0.0
45,SingleAgent,57,29,given,1.0,given,0.0,supposed,0.0,provided,0.0,told,0.0
45,SingleAgent,57,30,given,1.0,told,0.0,given,0.0,supposed,0.0,GIVEN,0.0
45,SingleAgent,57,31,given,1.0,given,0.0,GIVEN,0.0,给出,0.0,给出了,0.0
45,SingleAgent,57,32,given,1.0,given,0.0,_given,0.0,GIVEN,0.0,provided,0.0
45,SingleAgent,57,33,given,1.0,given,0.0,#,0.0,"""",0.0,!,0.0
45,SingleAgent,57,34,given,1.0,given,0.0,#,0.0,"""",0.0,!,0.0
45,SingleAgent,57,35,given,1.0,given,0.0,#,0.0,"""",0.0,!,0.0
45,SingleAgent,57,36,given,1.0,given,0.0,#,0.0,"""",0.0,!,0.0
45,SingleAgent,58,0,盛,0.0,异,0.0,ired,0.0,ILINE,0.0,小学生,0.0
45,SingleAgent,58,1,intage,0.0,precedence,0.0,allocations,0.0,莞,0.0,lists,0.0
45,SingleAgent,58,2,少量,0.0,repetitions,0.0,(?),0.0,的是,0.0,名单,0.0
45,SingleAgent,58,3,(?),0.0,repetitions,0.0,名单,0.0,在那里,0.0,太多的,0.0
45,SingleAgent,58,4,太多的,0.0,的是,0.0,名单,0.0,很大的,0.0,另外一个,0.0
45,SingleAgent,58,5,太多的,0.0,以下,0.0,的是,0.0,/ex,0.0,uche,0.0
45,SingleAgent,58,6,太多的,0.001,的是,0.0,在一旁,0.0,在那里,0.0,/access,0.0
45,SingleAgent,58,7,的是,0.001,太多的,0.001,/access,0.0,了一些,0.0,nal,0.0
45,SingleAgent,58,8,了一些,0.001,nal,0.001,的是,0.001,太多的,0.001,/access,0.001
45,SingleAgent,58,9,了一些,0.002,nal,0.001,了一,0.001,了一系列,0.001,的是,0.001
45,SingleAgent,58,10,了一些,0.003,的是,0.002,了一,0.001,了一系列,0.001,nal,0.001
45,SingleAgent,58,11,了一些,0.006,的是,0.004,了一系列,0.003,了几,0.003,了一,0.002
45,SingleAgent,58,12,了一些,0.005,了一系列,0.004,的是,0.003,了几,0.002,了一,0.002
45,SingleAgent,58,13,了一些,0.01,了一系列,0.007,了几,0.005,的是,0.005,了一个,0.003
45,SingleAgent,58,14,了一些,0.024,了一系列,0.014,了几,0.008,了一个,0.006,的是,0.005
45,SingleAgent,58,15,了一些,0.015,了一系列,0.009,了几,0.005,消息称,0.004,一个多,0.004
45,SingleAgent,58,16,了一些,0.03,了一系列,0.022,了几,0.007,的是,0.004,rằng,0.003
45,SingleAgent,58,17,了一些,0.026,了一系列,0.018,了几,0.007,消息称,0.005,的是,0.004
45,SingleAgent,58,18,了一些,0.049,了一系列,0.034,了几,0.026,消息称,0.007,chy,0.004
45,SingleAgent,58,19,了一些,0.11,了一系列,0.055,了几,0.033,消息称,0.014,rằng,0.006
45,SingleAgent,58,20,了一系列,0.289,了一些,0.271,了几,0.073,消息称,0.009,了不少,0.007
45,SingleAgent,58,21,了一些,0.479,了一系列,0.24,了几,0.05,分别是,0.011,消息称,0.005
45,SingleAgent,58,22,了几,0.236,了一些,0.195,分别是,0.173,了一系列,0.067,分别为,0.023
45,SingleAgent,58,23,了一些,0.809,了一系列,0.058,了几,0.02,chy,0.016,分别是,0.01
45,SingleAgent,58,24,了一些,0.633,各自的,0.11,chy,0.097,了几,0.022,的信息,0.017
45,SingleAgent,58,25,各自的,1.0,masses,0.0,respective,0.0,分别是,0.0,各自,0.0
45,SingleAgent,58,26,各自的,0.918,their,0.059,its,0.022,masses,0.0,他们的,0.0
45,SingleAgent,58,27,its,0.551,their,0.43,masses,0.017,各自的,0.0,他们的,0.0
45,SingleAgent,58,28,masses,0.867,their,0.118,its,0.012,各自的,0.002,他们的,0.0
45,SingleAgent,58,29,their,0.988,masses,0.011,他们的,0.0,各自的,0.0,its,0.0
45,SingleAgent,58,30,their,1.0,他们的,0.0,their,0.0,Their,0.0,их,0.0
45,SingleAgent,58,31,their,1.0,他们的,0.0,rest,0.0,masses,0.0,their,0.0
45,SingleAgent,58,32,their,1.0,他们的,0.0,rest,0.0,their,0.0,masses,0.0
45,SingleAgent,58,33,their,1.0,rest,0.0,他们的,0.0,their,0.0,Their,0.0
45,SingleAgent,58,34,their,1.0,rest,0.0,他们的,0.0,rest,0.0,/rest,0.0
45,SingleAgent,58,35,their,0.996,rest,0.002,rest,0.0,/rest,0.0,-rest,0.0
45,SingleAgent,58,36,their,1.0,the,0.0,rest,0.0,"""",0.0,!,0.0
45,SingleAgent,59,0,下车,0.0,amm,0.0,chosen,0.0,/her,0.0,perceived,0.0
45,SingleAgent,59,1,own,0.0,OWN,0.0,各自的,0.0,upport,0.0,elves,0.0
45,SingleAgent,59,2,own,0.0,OWN,0.0,respective,0.0,各自的,0.0,counterparts,0.0
45,SingleAgent,59,3,own,0.0,respective,0.0,相应,0.0,OWN,0.0,各自的,0.0
45,SingleAgent,59,4,own,0.0,respective,0.0,/her,0.0,相应,0.0,OWN,0.0
45,SingleAgent,59,5,own,0.001,respective,0.0,各自的,0.0,相应,0.0,Excell,0.0
45,SingleAgent,59,6,own,0.005,respective,0.001,相应,0.0,/her,0.0,各自的,0.0
45,SingleAgent,59,7,own,0.012,respective,0.003,/her,0.001,前身,0.001,相应,0.0
45,SingleAgent,59,8,own,0.013,/her,0.001,respective,0.001,前身,0.001,predecessors,0.001
45,SingleAgent,59,9,own,0.019,respective,0.005,/her,0.002,各自的,0.001,前身,0.001
45,SingleAgent,59,10,own,0.019,respective,0.006,/her,0.004,各自的,0.001,ilk,0.001
45,SingleAgent,59,11,respective,0.016,own,0.013,/her,0.006,各自的,0.002,roz,0.002
45,SingleAgent,59,12,respective,0.026,own,0.016,各自的,0.01,/her,0.007,各自,0.002
45,SingleAgent,59,13,respective,0.108,own,0.07,各自的,0.033,各自,0.008,/her,0.006
45,SingleAgent,59,14,respective,0.17,各自的,0.055,own,0.049,各自,0.01,/her,0.004
45,SingleAgent,59,15,各自的,0.297,respective,0.279,各自,0.043,own,0.028,俩,0.003
45,SingleAgent,59,16,respective,0.25,各自的,0.222,own,0.032,各自,0.021,/her,0.003
45,SingleAgent,59,17,respective,0.434,各自的,0.192,own,0.03,各自,0.024,/her,0.004
45,SingleAgent,59,18,respective,0.602,各自的,0.303,各自,0.03,own,0.007,分别是,0.001
45,SingleAgent,59,19,respective,0.82,各自的,0.161,各自,0.01,分别是,0.002,own,0.001
45,SingleAgent,59,20,respective,0.738,各自的,0.24,各自,0.014,own,0.006,分别是,0.001
45,SingleAgent,59,21,respective,0.832,各自的,0.164,各自,0.003,分别是,0.0,own,0.0
45,SingleAgent,59,22,respective,0.934,各自的,0.067,各自,0.0,own,0.0,分别是,0.0
45,SingleAgent,59,23,respective,0.777,各自的,0.223,各自,0.0,own,0.0,分别是,0.0
45,SingleAgent,59,24,respective,0.98,各自的,0.018,各自,0.0,own,0.0,分别是,0.0
45,SingleAgent,59,25,respective,0.926,各自的,0.076,各自,0.0,分别是,0.0,respectively,0.0
45,SingleAgent,59,26,respective,0.996,各自的,0.004,各自,0.0,分别是,0.0,respectively,0.0
45,SingleAgent,59,27,respective,1.0,各自的,0.0,各自,0.0,masses,0.0,mass,0.0
45,SingleAgent,59,28,respective,1.0,各自的,0.0,各自,0.0,masses,0.0,mass,0.0
45,SingleAgent,59,29,respective,1.0,masses,0.0,各自的,0.0,mass,0.0,各自,0.0
45,SingleAgent,59,30,respective,0.992,masses,0.007,mass,0.0,各自的,0.0,.mass,0.0
45,SingleAgent,59,31,rest,1.0,masses,0.0,mass,0.0,resting,0.0,-rest,0.0
45,SingleAgent,59,32,rest,1.0,masses,0.0,resting,0.0,-rest,0.0,mass,0.0
45,SingleAgent,59,33,rest,1.0,-rest,0.0,masses,0.0,rest,0.0,.rest,0.0
45,SingleAgent,59,34,rest,1.0,rest,0.0,-rest,0.0,masses,0.0,!,0.0
45,SingleAgent,59,35,rest,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
45,SingleAgent,59,36,rest,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
45,SingleAgent,60,0,TURE,0.0,edList,0.0,targets,0.0,紧密结合,0.0,_WH,0.0
45,SingleAgent,60,1,orative,0.0,caller,0.0,aurants,0.0,躺在,0.0,orer,0.0
45,SingleAgent,60,2,orative,0.0,less,0.0,衢,0.0,icc,0.0,caller,0.0
45,SingleAgent,60,3,less,0.0,orative,0.0,情况来看,0.0,ful,0.0,aurants,0.0
45,SingleAgent,60,4,orative,0.0,less,0.0,情况来看,0.0,ful,0.0,aurants,0.0
45,SingleAgent,60,5,aurants,0.0,less,0.0,orative,0.0,ful,0.0,abil,0.0
45,SingleAgent,60,6,less,0.002,lessness,0.001,orative,0.001,ful,0.0,ponder,0.0
45,SingleAgent,60,7,less,0.003,lessness,0.002,orative,0.001,ful,0.001,(?),0.001
45,SingleAgent,60,8,lessness,0.003,less,0.003,(?),0.001,punkt,0.001,orative,0.001
45,SingleAgent,60,9,lessness,0.004,less,0.004,/rest,0.001,udy,0.001,y,0.001
45,SingleAgent,60,10,lessness,0.004,less,0.003,udy,0.003,punkt,0.002,y,0.001
45,SingleAgent,60,11,lessness,0.012,y,0.005,俱,0.003,udy,0.003,-for,0.003
45,SingleAgent,60,12,lessness,0.013,-energy,0.004,券,0.004,udy,0.003,y,0.003
45,SingleAgent,60,13,lessness,0.015,-energy,0.012,punkt,0.005,energy,0.004,-equ,0.004
45,SingleAgent,60,14,alk,0.019,-time,0.016,-born,0.007,lessness,0.007,-energy,0.006
45,SingleAgent,60,15,-born,0.011,-energy,0.008,价值,0.006,mate,0.006,-only,0.006
45,SingleAgent,60,16,mate,0.007,-born,0.007,-only,0.005,lessness,0.004,RICT,0.004
45,SingleAgent,60,17,constitu,0.011,-only,0.01,态,0.007,-born,0.006,-energy,0.004
45,SingleAgent,60,18,-only,0.018,constitu,0.011,sayısı,0.01,-time,0.01,-energy,0.007
45,SingleAgent,60,19,长相,0.044,-time,0.022,bourne,0.02,-only,0.017,lessness,0.016
45,SingleAgent,60,20,长相,0.108,bourne,0.042,态,0.033,-only,0.031,constitu,0.021
45,SingleAgent,60,21,给他们,0.072,态,0.068,-only,0.047,bourne,0.041,长相,0.032
45,SingleAgent,60,22,长相,0.375,态,0.089,-only,0.069,respectively,0.048,分别为,0.027
45,SingleAgent,60,23,态,0.66,態,0.04,粕,0.026,-only,0.026,imates,0.016
45,SingleAgent,60,24,态,0.451,分别为,0.129,energy,0.101,分别是,0.042,values,0.042
45,SingleAgent,60,25,态,0.531,mere,0.092,energy,0.082,.mass,0.056,mates,0.05
45,SingleAgent,60,26,orative,0.244,.mass,0.244,imates,0.19,masses,0.115,态,0.054
45,SingleAgent,60,27,energy,0.699,energies,0.156,mass,0.122,masses,0.01,-energy,0.008
45,SingleAgent,60,28,energy,0.84,mass,0.069,masses,0.042,energies,0.033,mass,0.012
45,SingleAgent,60,29,masses,0.953,mass,0.047,energies,0.0,.mass,0.0,mass,0.0
45,SingleAgent,60,30,mass,0.816,masses,0.183,mass,0.0,.mass,0.0,energy,0.0
45,SingleAgent,60,31,mass,1.0,masses,0.0,mass,0.0,масс,0.0,Mass,0.0
45,SingleAgent,60,32,mass,0.992,masses,0.007,mass,0.0,масс,0.0,_mass,0.0
45,SingleAgent,60,33,masses,1.0,mass,0.0,mass,0.0,масс,0.0,Mass,0.0
45,SingleAgent,60,34,masses,1.0,mass,0.0,masse,0.0,"""",0.0,!,0.0
45,SingleAgent,60,35,masses,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
45,SingleAgent,60,36,masses,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
45,SingleAgent,61,0,Allocator,0.0,_REGISTRY,0.0,.loading,0.0,录取,0.0,.gallery,0.0
45,SingleAgent,61,1,原因之一,0.0,lib,0.0,sust,0.0,入口,0.0,原因是,0.0
45,SingleAgent,61,2,入口,0.0,lib,0.0,原因之一,0.0,sust,0.0,媒介,0.0
45,SingleAgent,61,3,原因之一,0.0,lib,0.0,公共服务,0.0,挂牌,0.0,Leisure,0.0
45,SingleAgent,61,4,原因之一,0.0,lib,0.0,upport,0.0,挂牌,0.0,束,0.0
45,SingleAgent,61,5,原因之一,0.0,束,0.0,pent,0.0,alah,0.0,lib,0.0
45,SingleAgent,61,6,alah,0.001,lib,0.0,原因之一,0.0,enha,0.0,aler,0.0
45,SingleAgent,61,7,原因之一,0.001,alah,0.0,heets,0.0,/body,0.0,停留在,0.0
45,SingleAgent,61,8,Held,0.001,aler,0.001,ayer,0.001,alah,0.0,a,0.0
45,SingleAgent,61,9,alah,0.001,a,0.001,less,0.001,ayer,0.001,alone,0.001
45,SingleAgent,61,10,ayer,0.002,a,0.001,alah,0.001,Daemon,0.001,登记,0.001
45,SingleAgent,61,11,ayer,0.002,buddies,0.001,a,0.001,aler,0.001,alah,0.001
45,SingleAgent,61,12,ayer,0.004,buddies,0.002,-energy,0.001,aler,0.001,igy,0.001
45,SingleAgent,61,13,-energy,0.007,ayer,0.006,unas,0.002,/power,0.001,ystem,0.001
45,SingleAgent,61,14,-energy,0.013,ystem,0.003,/power,0.002,respective,0.002,elect,0.002
45,SingleAgent,61,15,-energy,0.028,respective,0.006,ystem,0.003,各自的,0.002,istance,0.002
45,SingleAgent,61,16,-energy,0.02,respective,0.008,istance,0.004,各自的,0.003,各自,0.002
45,SingleAgent,61,17,-energy,0.016,respective,0.015,各自的,0.005,各自,0.004,分别为,0.003
45,SingleAgent,61,18,respective,0.023,-energy,0.02,各自的,0.013,Daemon,0.007,各自,0.005
45,SingleAgent,61,19,Daemon,0.034,respective,0.022,-energy,0.013,各自的,0.009,unas,0.007
45,SingleAgent,61,20,分别为,0.235,分别是,0.126,respective,0.092,各自的,0.014,Daemon,0.013
45,SingleAgent,61,21,分别为,0.531,分别是,0.416,一个是,0.008,respective,0.006,-energy,0.002
45,SingleAgent,61,22,分别为,0.523,分别是,0.463,一个是,0.008,respective,0.001,respectively,0.0
45,SingleAgent,61,23,分别为,0.648,分别是,0.348,一个是,0.0,accordingly,0.0,respective,0.0
45,SingleAgent,61,24,分别为,0.934,分别是,0.067,一个是,0.0,accordingly,0.0,both,0.0
45,SingleAgent,61,25,分别为,0.816,分别是,0.183,一个是,0.0,respectively,0.0,:,0.0
45,SingleAgent,61,26,分别为,0.621,分别是,0.377,一个是,0.0,:,0.0,是多少,0.0
45,SingleAgent,61,27,分别是,0.816,分别为,0.183,一个是,0.0,:,0.0,-energy,0.0
45,SingleAgent,61,28,分别是,0.871,分别为,0.118,:,0.01,-energy,0.0,一个是,0.0
45,SingleAgent,61,29,:,1.0,：,0.0,分别是,0.0,:.,0.0,分别为,0.0
45,SingleAgent,61,30,:,1.0,：,0.0,分别是,0.0,分别为,0.0,:.,0.0
45,SingleAgent,61,31,:,1.0,：,0.0,分别是,0.0,分别为,0.0,-energy,0.0
45,SingleAgent,61,32,:,1.0,：,0.0,分别是,0.0,分别为,0.0,-energy,0.0
45,SingleAgent,61,33,:,1.0,.,0.0,—,0.0,分别是,0.0,—are,0.0
45,SingleAgent,61,34,:,1.0,.,0.0,—,0.0,.,0.0,—are,0.0
45,SingleAgent,61,35,:,1.0,.,0.0,.,0.0,—,0.0,—are,0.0
45,SingleAgent,61,36,.,0.992,:,0.007,.,0.0,—,0.0,!,0.0
45,SingleAgent,62,0,报告显示,0.0,特别是,0.0,�单,0.0,Relevant,0.0,�试,0.0
45,SingleAgent,62,1,相应,0.0,另外一个,0.0,前述,0.0,ellation,0.0,原因是,0.0
45,SingleAgent,62,2,另外一个,0.0,Vanguard,0.0,相应,0.0,thereafter,0.0,Toby,0.0
45,SingleAgent,62,3,thereafter,0.0,Vanguard,0.0,另外一个,0.0,相应,0.0,以来,0.0
45,SingleAgent,62,4,thereafter,0.0,原因之一,0.0,starter,0.0,만큼,0.0,Vanguard,0.0
45,SingleAgent,62,5,或者说,0.0,thereafter,0.0,但在,0.0,但如果,0.0,kém,0.0
45,SingleAgent,62,6,或者说,0.0,但在,0.0,ellation,0.0,并且,0.0,ALLY,0.0
45,SingleAgent,62,7,并且,0.0,但在,0.0,phía,0.0,但也,0.0,SSID,0.0
45,SingleAgent,62,8,但在,0.0,但也,0.0,但却,0.0,ssize,0.0,indices,0.0
45,SingleAgent,62,9,并且,0.0,ssize,0.0,peg,0.0,ита,0.0,etermine,0.0
45,SingleAgent,62,10,并且,0.0,原因是,0.0,目的是,0.0,ssize,0.0,atta,0.0
45,SingleAgent,62,11,目的是,0.0,并且,0.0,ssize,0.0,目的在于,0.0,hint,0.0
45,SingleAgent,62,12,并且,0.0,目的是,0.0,在一旁,0.0,两名,0.0,hint,0.0
45,SingleAgent,62,13,目的是,0.0,并且,0.0,ssize,0.0,分别是,0.0,ssize,0.0
45,SingleAgent,62,14,并且,0.0,目的是,0.0,分别是,0.0,ssize,0.0,这让,0.0
45,SingleAgent,62,15,分别是,0.001,这让,0.001,他们是,0.0,他们在,0.0,目的是,0.0
45,SingleAgent,62,16,这让,0.001,分别是,0.001,并且,0.0,ита,0.0,insi,0.0
45,SingleAgent,62,17,这让,0.001,这是一个,0.001,并且,0.001,分别是,0.001,tasked,0.001
